registros,Crit_Julg,Cmp_Gru,I_Cmp,I_Und,DS_ITCP_MODELO_VERSAO,Pref_Nac,Vant ??,Sustent,Pref_Adic,Vant Adic ??,Tipo_Obj,CritVal,Vl_Sigilo,Tp_Reduc,,
1,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,ARROZ PRIMAVERA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,PCT C/ 5KG,NAO INFORMADO,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,EMBALAGEM C/ 5 KG,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,DA DINDA,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,DE ACORDO COM EDITAL,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,DE ACORDO COM O EDITAL,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,TIO MANOEL,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,TIO URBANO,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,TROPEIRO,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,VERÃO,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,WS,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,EMBALAGEM DE 1KG,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,KIKA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,UNIDADE,Kiarroz,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",UND,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",2020/2020,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",Agulhinha/Branco,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",aroz branco,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,UNIDADE,PACOTE 250G,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,UNIDADE,PCT 2 KG,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,UNIDADE,safra 2015,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,EMB,TIARAJÚ,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,EMBALAGEM 1 KG,ARROZ BRANCO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,EMBALAGEM 1 KG,Cota reservada item ARROZ PARBOILIZADO TIPO 1. -Ar,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,EMBALAGEM 1 KG,SABOR SUL,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,SACO,ISENTO,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,SACO,SACO,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,PACOTE 1KG,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,PACOTES COM 01 KG,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,PAMPA,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,PCT COM 5 KG,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,UNIDADE,"Arroz integral tipo 1, agulinha, classe grãos long",Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,UNIDADE,CESTA BÁSICA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,"SACO 5,00 KG","Arroz agulhinha polido tipo 1, UND. KG",Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,"SACO 5,00 KG",DIAMANTE,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,SÃO GABRIEL DA CACHO,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",Nacional,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",INTEGRAL,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",PACOTE,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",PANELAÇO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",NÃO SE APLICA,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Sim,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",KIKA,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Sim,Percentual,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",MILBOM,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",na,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",EMBALAGEM,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",EMBALAGEM,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",Institucional,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",ARROZ INTEGRAL 1KG,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Percentual,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG","Arroz integral, arroz integral, tipo 1, tipo class",Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",ARROZ AGULINHA,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",Arroz beneficiado,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Percentual,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",ARROZ BENEFICIADO 1 KG,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Percentual,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",ARROZ TIPO 1,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Sim,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",BLUE VALE,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Sim,Percentual,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",BRANCO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Sim,Percentual,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",CAÇAROLA,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Percentual,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",Cereais célia,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",CHINES,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",CHINES,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",DONA ANA,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",POP,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",PRÓPRIA,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",REALENGO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",TIPO 1,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",UN,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",UN,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",und,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",X,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",XXXXX,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Sim,Percentual,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",ZAELI,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Percentual,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 2,00 KG",C,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Sim,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 2,00 KG",COTIANO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 2,00 KG",LUIZA,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Percentual,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",parboilizado,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Percentual,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",PCT 1KG,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 2,00 KG",NÃO SE APLICA,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 2,00 KG",PACOTE COM 2KG,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,EMBALAGEM 5 KG,NULL,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Sim,Percentual,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,EMBALAGEM 5 KG,NACIONAL,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Sim,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",NULL,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Percentual,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",PANTANENSE,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",2020,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",A MESMA,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Sim,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",ARROZ AGULHINHA,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Sim,Monetário,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",ARROZ AGULHINHA TIPO 1,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Sim,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",ARROZ TIPO I,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG","ARROZ VARIEDADE AGULHINHA, TIPO 1, BENEFICIADO, PO",Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",BOM PRATO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Sim,Não se Aplica,,
1,Não Informado,Não se Aplica,CASCA ARROZ,T,NAO SE APLICA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Não Informado,Não se Aplica,ARROZ,"SACO 1,00 KG",NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Não Informado,Não se Aplica,ARROZ,SERVIÇO,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Não Informado,Não se Aplica,BRILHADOR DE ARROZ ( POLIDOR DE ARROZ ),UND,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Não Informado,Não se Aplica,CASCA ARROZ,175GR,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Não Informado,Não tem Grupo,ARROZ,KILOS,NAO SE APLICA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Não Informado,Não tem Grupo,ARROZ,PACOTES,NAO SE APLICA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Não Informado,Não tem Grupo,CREME ARROZ,"CAIXA 200,00 G",NULL,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Não Informado,Não se Aplica,ARROZ,QUIILOGRAMA,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Não Informado,Não se Aplica,ARROZ,PCT COM 5 KG,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Não Informado,Não se Aplica,ARROZ,LATAS,NAO SE APLICA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Não Informado,Não se Aplica,ARROZ,LT,NAO SE APLICA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Não Informado,Não se Aplica,ARROZ,PACOTE 1KG,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Não Informado,Não se Aplica,ARROZ,PACOTE 250G,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Não Informado,Não se Aplica,ARROZ,PACOTE COM 05 KG,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Não Informado,Não se Aplica,ARROZ,PACOTE DE 05 KG,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Não Informado,Não se Aplica,ARROZ,PACOTE DE 1 KG.,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Não Informado,Não se Aplica,ARROZ,PACOTE(05KG),NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Não Informado,Não se Aplica,ARROZ,PACOTE.,NAO SE APLICA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Não Informado,Não se Aplica,ARROZ,PACTOTE,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Não Informado,Não se Aplica,ARROZ,EMBALAGEM 30 KGS,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Não Informado,Não se Aplica,ARROZ,"ENVELOPE 15,00 G",NAO SE APLICA,Não se Aplica,0,NÃO INFORMADO,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Não Informado,Não se Aplica,ARROZ,FADO C/10 X 1 KG.,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Não Informado,Não se Aplica,ARROZ,FARDO 10 KG.,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Não Informado,Não se Aplica,ARROZ,FD.,NAO SE APLICA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Não Informado,Não se Aplica,ARROZ,FDS,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Não Informado,Não se Aplica,ARROZ,FDS. C/30X01,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Não Informado,Não se Aplica,ARROZ IN - NATURA,PACOTE   KG,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Não Informado,Não se Aplica,ARROZ IN - NATURA,PCT.05 KG.,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Não Informado,Não se Aplica,ARROZ IN - NATURA,PCTO,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,FARINHA ARROZ,UNIDADE,UND,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Sim,Percentual,,
1,Menor Valor,Não tem Grupo,LEITE DE ARROZ,"CAIXA 1,00 L",T1,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
1,Não Informado,Não se Aplica,ARROZ IN - NATURA,FARDO.,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Não Informado,Não se Aplica,ARROZ IN - NATURA,FARDOS DE 30 KG.,NAO SE APLICA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Não Informado,Não se Aplica,ARROZ IN - NATURA,FARDO,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Não Informado,Não se Aplica,ARROZ IN - NATURA,AQUISICAO,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Não Informado,Não se Aplica,ARROZ IN - NATURA,PACOTE COM 05/KG,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Não Informado,Não se Aplica,ARROZ IN - NATURA,PACOTE DE 05 KG,NAO SE APLICA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Não Informado,Não se Aplica,ARROZ IN - NATURA,PACOTE DE 5 KG,NAO SE APLICA,Não se Aplica,0,SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,"PACOTE 5,00 KG",TIARAJÚ,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,"PACOTE 5,00 KG",TIO BEDA,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
1,Menor Valor,Não tem Grupo,ARROZ,"PACOTE 5,00 KG",TRÊS MOINHOS,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
